,answer,ans_score,senti_score,label,dummy
309,Monetary Policy as Financial Stability Regulation,0.08561330288648605,0.5251322984695435,POSITIVE,1
310,this is not a formalistic bureaucratic exercise,0.016018927097320557,-0.9983609318733215,NEGATIVE,0
311,We do not regard such observations as criticism of our examiners,0.037323080003261566,-0.8659183382987976,NEGATIVE,0
312,The ultimate goal is to develop evidence-based policies,0.022951889783143997,0.8687286376953125,POSITIVE,1
313,it is going to be a fascinating and informative two days,0.054259005934000015,0.9998013377189636,POSITIVE,1
314,we should make appropriate changes to regulation and the structure of regulation as necessary,0.22362162172794342,0.9475116729736328,POSITIVE,1
315,contractionary fiscal policy at all levels of government,0.17659953236579895,-0.9891752600669861,NEGATIVE,0
316,With this market shrinking dramatically,0.12268106639385223,-0.9991970658302307,NEGATIVE,0
317,they were not sufficient to avoid a severe global contraction,0.3788147568702698,-0.9994874000549316,NEGATIVE,0
318,Given New York's preeminence as a center of global finance,0.09395882487297058,0.9842032194137573,POSITIVE,1
319,We think it's important,0.061313070356845856,0.99921715259552,POSITIVE,1
320,it is also necessary for policymakers to identify some priority,0.010705525055527687,0.9885008335113525,POSITIVE,1
321,the reforms are both essential and generally on target,0.09911730885505676,0.9983555674552917,POSITIVE,1
322,unique capacity of monetary policy to act across the financial system.,0.14951984584331512,0.9996780157089233,POSITIVE,1
323,it is often necessary to tailor regulations,0.026835359632968903,-0.985516369342804,NEGATIVE,0
324,We are well along the road of implementing regulatory and supervisory policies,0.09892015904188156,0.9965531826019287,POSITIVE,1
325,regulation expanded to encompass fair and open access to financial services for consumers,0.2845195531845093,0.9969823956489563,POSITIVE,1
326,supportive policy remains necessary,0.2748293876647949,0.9991390705108643,POSITIVE,1
327,economies develop and become more stable through diversification,0.004295566119253635,0.9986066222190857,POSITIVE,1
328,"The hypothesis that this is all the result of ""a few bad apples",0.045793354511260986,-0.9997788071632385,NEGATIVE,0
329,community banks play a vital role in the U.S. financial system,0.007329957559704781,0.9974754452705383,POSITIVE,1
330,we cannot make sensible monetary policy choices without taking them into account,0.2649519145488739,-0.9991542100906372,NEGATIVE,0
331,There is no consensus,0.127004012465477,-0.9990085959434509,NEGATIVE,0
332,I have succeeded in whetting your appetite for the sessions that lie ahead,0.04748139902949333,0.9992076754570007,POSITIVE,1
333,the Fed can help you in carrying out your mission,0.030008243396878242,0.7946216464042664,POSITIVE,1
334,doubt that anyone could have imagined how pervasive it would eventually become.,0.08792188763618469,-0.9798997044563293,NEGATIVE,0
335,monetary policy is not on a preset path,0.45447537302970886,-0.9909107089042664,NEGATIVE,0
336,discretionary fiscal policy shifted relatively fast,0.2661055326461792,0.6107448935508728,POSITIVE,1
337,Strong risk management is essential,0.11767227202653885,0.9996060729026794,POSITIVE,1
338,monetary policy faces significant limitations,0.16481132805347443,-0.9955655932426453,NEGATIVE,0
339,If regulators are to make the necessary adaptations,0.0654749944806099,-0.9154385328292847,NEGATIVE,0
340,lies at least in part with the centrality and nature of risk,0.032122399657964706,0.9904879927635193,POSITIVE,1
341,to hold the policy rate near zero,0.0032756656873971224,-0.9993162155151367,NEGATIVE,0
342,he stood up for what he believed was right and necessary,0.03068890981376171,0.999365508556366,POSITIVE,1
343,the Fed has continued to use its monetary policy tools to promote the recovery,0.012381726875901222,0.988453209400177,POSITIVE,1
344,aims for a particular type of financial institution,0.02751093916594982,0.9481415152549744,POSITIVE,1
345,can have powerful effects,0.10153932124376297,0.9998230338096619,POSITIVE,1
346,expansion in lending must be prudent,0.04528769105672836,-0.9517124891281128,NEGATIVE,0
347,the path of the economy is uncertain,0.10806854814291,-0.9989047050476074,NEGATIVE,0
348,conferences like the FMC will continue to be a vital part of the process,0.04633256047964096,0.9991381168365479,POSITIVE,1
349,"monetary policy cannot be the only, or even the principal, tool",0.12123743444681168,-0.9981695413589478,NEGATIVE,0
350,Monetary policy is one such tool,0.18139776587486267,0.752151608467102,POSITIVE,1
351,As we continue to make progress in recovering from the Great Recession,0.009453514590859413,0.9926571249961853,POSITIVE,1
352,traditional resources for community development are shrinking,0.02950134687125683,-0.9991801381111145,NEGATIVE,0
353,"we deploy, to guide the financial system and influence our vast economy",0.042219843715429306,0.998961329460144,POSITIVE,1
354,monetary policy would be left to take up some of the slack,0.08879469335079193,-0.9993420243263245,NEGATIVE,0
355,monetary policy action cannot be taken off the table,0.2562480866909027,-0.7694275975227356,NEGATIVE,0
356,expansionary fiscal policy is likely both more effective and less costly,0.12697650492191315,0.8333076238632202,POSITIVE,1
357,it would have been impossible to develop the innovative policies,0.22208446264266968,-0.999354898929596,NEGATIVE,0
358,improved communication can help our policies work better,0.19208964705467224,0.9858474135398865,POSITIVE,1
359,concentrate on short-term wholesale funding,0.11627791821956635,-0.9948195815086365,NEGATIVE,0
360,it is imperative that international standards,0.017931116744875908,-0.9744729399681091,NEGATIVE,0
361,no longer possible,0.11936602741479874,-0.9996589422225952,NEGATIVE,0
362,anniversaries also provide a time for reflection and self-assessment,0.02192632295191288,0.9952444434165955,POSITIVE,1
363,our economy need informed citizens who can think independently and critically,0.21586285531520844,0.9879024624824524,POSITIVE,1
364,deftly managed monetary policy,0.2437831461429596,0.9978674650192261,POSITIVE,1
365,this is not sufficient to deal with fire-sales externalities,0.22398458421230316,-0.9998001456260681,NEGATIVE,0
366,not sufficient,0.29846662282943726,-0.9997686743736267,NEGATIVE,0
367,adequate loss-absorbing capacity within large financial firms,0.03200182318687439,0.9979526996612549,POSITIVE,1
368,"To ensure appropriate accountability, while also making monetary policy more effective",0.1158304288983345,0.9696056246757507,POSITIVE,1
369,consistent with its policy intentions,0.09687629342079163,0.9981247782707214,POSITIVE,1
370,I look forward to the discussions.,0.0664866492152214,0.9998051524162292,POSITIVE,1
371,the conference has been a great success.,0.1813206821680069,0.9998714923858643,POSITIVE,1
372,Although firm plans have not yet been made,0.013399762101471424,-0.9616586565971375,NEGATIVE,0
373,central,0.03024083934724331,0.9969519376754761,POSITIVE,1
374,focus on resiliency was initially a matter of necessity,0.023149391636252403,-0.966924786567688,NEGATIVE,0
375,Comprehensive financial regulation is required,0.2765684723854065,0.9887750148773193,POSITIVE,1
376,it is not sufficient,0.5164071321487427,-0.9997914433479309,NEGATIVE,0
377,I will turn for a moment to monetary policy,0.09937301278114319,-0.7801839709281921,NEGATIVE,0
378,this choice made a lot of sense,0.04727241024374962,0.9977797865867615,POSITIVE,1
379,The case for continued support for the economy from monetary policy is strong,0.3300912380218506,0.9993458390235901,POSITIVE,1
380,"It is not only possible and desirable, but also necessary",0.06738358736038208,0.9996657371520996,POSITIVE,1
381,"I'll stop there, and I look forward to the discussion.",0.34316137433052063,0.9998528957366943,POSITIVE,1
382,"Please note, these points have nothing whatsoever to do with interest rates",0.016913363710045815,-0.9991951584815979,NEGATIVE,0
383,I wish you the best in facing the difficult but exciting challenges that lie ahead,0.05266968533396721,0.9994032382965088,POSITIVE,1
384,We will continue to calibrate monetary policy,0.5198432803153992,0.9972116351127625,POSITIVE,1
385,remain more financially fragile,0.016759665682911873,-0.9962634444236755,NEGATIVE,0
386,questions remain as to whether all this is enough to contain the problem,0.14393122494220734,-0.9981735944747925,NEGATIVE,0
387,hold HQLA sufficient to accommodate those outflows,0.3028143644332886,0.9978622794151306,POSITIVE,1
388,implications for monetary policy,0.09643596410751343,0.9499471187591553,POSITIVE,1
389,they support the broader regulatory strategy,0.04466253146529198,0.9975678324699402,POSITIVE,1
390,central bankers view monetary policy as a blunt tool for addressing financial stability concerns,0.039312880486249924,-0.9524590969085693,NEGATIVE,0
391,local leadership,0.08128426223993301,0.997960090637207,POSITIVE,1
392,level of capital is essential,0.3233656883239746,0.998680055141449,POSITIVE,1
393,lowering the federal funds rate--off the table,0.5924865007400513,-0.9983673691749573,NEGATIVE,0
394,Effective communication in monetary policy is more important than ever,0.43327370285987854,0.9994096755981445,POSITIVE,1
395,appropriately expansionary policies to help support recovery and price stability in their own countries,0.11892478168010712,0.9968984127044678,POSITIVE,1
396,contingent work,0.6573653221130371,0.9985617995262146,POSITIVE,1
397,Capacity may be slow to expand,0.4787004590034485,-0.9997188448905945,NEGATIVE,0
398,claims of its unsecured debt holders will be written down as necessary,0.06928414851427078,-0.9990102052688599,NEGATIVE,0
399,to maintain a highly accommodative stance,0.2777425944805145,0.9907664060592651,POSITIVE,1
400,remarks with the admonition that these views are my own,0.04017441347241402,-0.7982534766197205,NEGATIVE,0
401,the monetary policy issues are not directly related to this agenda,0.043288495391607285,-0.998711347579956,NEGATIVE,0
402,Research is helpful,0.020778926089406013,0.9997004270553589,POSITIVE,1
403,Financial globalization,0.02749180607497692,0.9784348011016846,POSITIVE,1
404,decision about the appropriate percentage of GDP that would constitute the cap,0.10676951706409454,-0.7129717469215393,NEGATIVE,0
405,one necessary condition is that there is some form of market segmentation,0.0254642553627491,-0.9644591212272644,NEGATIVE,0
406,Conclusion        The imperative for change in our foreign bank regulation is clear,0.39925315976142883,0.9961155652999878,POSITIVE,1
407,As background for our monetary policy decisionmaking,0.2609441578388214,0.9844985604286194,POSITIVE,1
408,Although regulatory policy will be important for restoring a fully functioning housing and mortgage market,0.06852278113365173,-0.5609578490257263,NEGATIVE,0
409,it will require a different approach,0.17732279002666473,-0.9367378950119019,NEGATIVE,0
410,not a panacea,0.18735948204994202,-0.9924342632293701,NEGATIVE,0
411,conventional monetary policy is thought to work via an expectations channel,0.17640718817710876,-0.9250527024269104,NEGATIVE,0
412,highly accommodative,0.3573547601699829,0.998762845993042,POSITIVE,1
413,inadequate to mitigate the grave risk,0.20895768702030182,-0.9996638298034668,NEGATIVE,0
414,monetary policy is no panacea,0.058727264404296875,-0.9885852932929993,NEGATIVE,0
415,challenging,0.15853510797023773,0.9997357726097107,POSITIVE,1
416,Smart financial planning,0.0034489117097109556,0.999811589717865,POSITIVE,1
417,I wish you the best for a productive and stimulating conference.,0.04309071972966194,0.9998472929000854,POSITIVE,1
418,inflation-adjusted annual rates of return,0.009318971075117588,-0.8996108174324036,NEGATIVE,0
419,it is not inconceivable,0.07241266965866089,-0.9997038245201111,NEGATIVE,0
420,monetary policy is conducted to achieve our statutory objectives of maximum employment and price stability,0.12672218680381775,0.9958562254905701,POSITIVE,1
421,neither necessary,0.19951455295085907,-0.9993320107460022,NEGATIVE,0
422,It is difficult to think of a single prescription,0.034408532083034515,-0.9988767504692078,NEGATIVE,0
423,enhanced supervision and regulation has made it more difficult for banks to expand their lending,0.054803669452667236,-0.986465334892273,NEGATIVE,0
424,It is thus natural,0.021595126017928123,0.9998342990875244,POSITIVE,1
425,the promotion of financial stability must be on an equal footing,0.08931049704551697,0.9829506278038025,POSITIVE,1
426,insufficient to promote a more robust and sustainable improvement in household net worth,0.09545891731977463,-0.9994901418685913,NEGATIVE,0
427,higher rate,0.010200856253504753,0.9986850619316101,POSITIVE,1
428,the principal function of central banks,0.0345558300614357,0.9858023524284363,POSITIVE,1
429,Taking an entrepreneurial approach to community development results in innovative and effective programs,0.06492411345243454,0.9998393058776855,POSITIVE,1
430,the conference will feature original research on monetary policy,0.007566893473267555,0.9991611242294312,POSITIVE,1
431,that two-way communication between regulators and community banks is critical,0.04620610550045967,-0.9989374279975891,NEGATIVE,0
432,the pace of expansion is likely to remain modest over coming quarters,0.24816077947616577,0.9452045559883118,POSITIVE,1
433,accommodative,0.243444561958313,0.9966986775398254,POSITIVE,1
434,No single solution will be sufficient,0.3373793661594391,-0.9996461868286133,NEGATIVE,0
435,monetary policy is implemented through the purchase or sale of securities,0.10142222046852112,0.9206653237342834,POSITIVE,1
436,the intensity of my tenure more than offsets its relatively short duration,0.015289248898625374,0.7742381691932678,POSITIVE,1
437,Appropriately tailored enforcement,0.06532952934503555,0.9985358715057373,POSITIVE,1
438,The Federal Reserve's monetary policy has been accommodative,0.5509039759635925,0.9956938028335571,POSITIVE,1
439,preemptive policies,0.41203391551971436,-0.6248091459274292,NEGATIVE,0
440,our country takes the steps that are necessary to prepare for the future,0.2090914249420166,0.9989117383956909,POSITIVE,1
441,"it is not, on its own, sufficient",0.19499295949935913,-0.9997841715812683,NEGATIVE,0
442,We hope that each of you will find this experience worthwhile as well.,0.003260707249864936,0.9998255372047424,POSITIVE,1
443,a return to early practice is not feasible,0.1458483785390854,-0.9997641444206238,NEGATIVE,0
444,Think about your own 401(k),0.059875644743442535,0.9877033233642578,POSITIVE,1
445,Transparency,0.8470196723937988,0.9993578791618347,POSITIVE,1
446,can still do.,0.24488601088523865,0.9991694688796997,POSITIVE,1
447,monetary policy should remain focused on macroeconomic objectives,0.23980680108070374,-0.9798647165298462,NEGATIVE,0
448,these remarks are intended to express my own views,0.0939682349562645,0.8209438920021057,POSITIVE,1
449,disciplined fiscal policies,0.057172585278749466,0.8800126314163208,POSITIVE,1
450,forward guidance can be a potent tool of monetary policy,0.24558983743190765,0.999164342880249,POSITIVE,1
451,more complicated set of trade-offs may be needed,0.034539543092250824,-0.9958938360214233,NEGATIVE,0
452,While the previous three conferences focused on monetary policy issues,0.06986017525196075,0.8294093608856201,POSITIVE,1
453,longer-term prospects for our economy,0.04993710666894913,-0.9833871722221375,NEGATIVE,0
454,finding different approaches to the policies that are hindering refinancing,0.04289030283689499,-0.9848373532295227,NEGATIVE,0
455,monetary policy that ensures that inflation remains low and stable over time,0.2614734172821045,0.9960028529167175,POSITIVE,1
456,impacts low- and moderate-income consumers,0.17143979668617249,-0.9635551571846008,NEGATIVE,0
457,Conclusion        The task of developing and implementing sustainable fiscal policies is daunting,0.1408890187740326,0.9772534966468811,POSITIVE,1
458,to default on their mortgages and possibly face foreclosure,0.005948231555521488,-0.9889489412307739,NEGATIVE,0
459,monetary policy cannot be a panacea,0.13322600722312927,-0.9731089472770691,NEGATIVE,0
460,must at times induce higher credit costs,0.1285547912120819,-0.9915485978126526,NEGATIVE,0
461,effective regulation of consumer products is the first step in ensuring positive outcomes for consumers,0.006071767769753933,0.9992764592170715,POSITIVE,1
462,significantly boost economic growth,0.030512230470776558,0.999861478805542,POSITIVE,1
463,The ties between Mexico and the United States,0.029536578804254532,0.9990476965904236,POSITIVE,1
464,policymakers consider capital models for CDFIs,0.028300244361162186,0.520459771156311,POSITIVE,1
465,yield better macroeconomic policy,0.2288684993982315,0.988754391670227,POSITIVE,1
466,ineffective,0.45823904871940613,-0.999788224697113,NEGATIVE,0
467,"Needless to say, that endeavor is more crucial than ever",0.1728365570306778,0.998017430305481,POSITIVE,1
468,strategic targeting of limited resources may be necessary,0.11583907902240753,-0.9316688776016235,NEGATIVE,0
469,Monetary policy cannot directly alter this transfer of income abroad,0.3001203238964081,-0.9526371955871582,NEGATIVE,0
470,policymakers will need to find a similar balance between the responsibilities of examiners,0.02255171909928322,-0.9994664788246155,NEGATIVE,0
471,Pudd'nhead Wilson would agree that that is one important basket.,0.07723549008369446,0.6855987906455994,POSITIVE,1
472,today I will focus on some aspects of its relevance for financial regulation,0.2080494612455368,0.9907970428466797,POSITIVE,1
473,allows us to bring unique insights and value-added to our supervisory activities,0.020909257233142853,0.9998131394386292,POSITIVE,1
474,expansion of public-sector deficits and debts in many countries,0.01154233142733574,0.6804475784301758,POSITIVE,1
475,American Recovery and Reinvestment Act of 2009,0.007060246542096138,0.9922216534614563,POSITIVE,1
476,accommodative monetary policies,0.11250004172325134,0.9833194613456726,POSITIVE,1
477,accommodative monetary policy,0.014740624465048313,0.9938866496086121,POSITIVE,1
478,accommodative,0.5991820693016052,0.9966986775398254,POSITIVE,1
479,long-term perspective,0.127240851521492,0.9426724314689636,POSITIVE,1
480,the recent news on production and spending offers some encouragement,0.15355134010314941,0.9976884126663208,POSITIVE,1
481,I wish you great success in your work,0.005722813308238983,0.9998708963394165,POSITIVE,1
482,lowering the overnight federal funds rate by increasing the supply of reserve balances,0.1319313794374466,-0.5432012677192688,NEGATIVE,0
483,eased through the conventional means of cuts in short-term policy rates,0.08476800471544266,0.7858026027679443,POSITIVE,1
484,expanding its expertise in working with the industry,0.01245554257184267,0.9993314743041992,POSITIVE,1
485,"specify, and still remain amply capitalized",0.11227129399776459,-0.9263806939125061,NEGATIVE,0
486,expanding the Fed's balance sheet is not a free option,0.19019293785095215,-0.9994778037071228,NEGATIVE,0
487,This new platform will help inform our monetary policy,0.03898753970861435,0.9992807507514954,POSITIVE,1
488,we begin the monetary policy go-round,0.1673639565706253,0.9960386753082275,POSITIVE,1
489,Financial education helps young people cultivate a sense of financial responsibility,0.00024416984524577856,0.9994269609451294,POSITIVE,1
490,monetary policy works with a lag,0.17646534740924835,-0.9982026815414429,NEGATIVE,0
491,neither fiscal nor monetary policy,0.1293928027153015,-0.9979968667030334,NEGATIVE,0
492,approach is sufficiently ambitious,0.048793353140354156,0.999830961227417,POSITIVE,1
493,I look forward to your questions.,0.023661164566874504,0.9998268485069275,POSITIVE,1
494,we would generally think they should not,0.1682177484035492,-0.9957269430160522,NEGATIVE,0
495,all share a common goal,0.07738520950078964,0.9990150928497314,POSITIVE,1
496,"In any case, these are thoughts for further discussion, rather than developed options",0.03552262857556343,-0.9973230957984924,NEGATIVE,0
497,It is not sufficient,0.5707046389579773,-0.9997914433479309,NEGATIVE,0
498,Monetary policy remains very accommodative,0.38358914852142334,0.9912039041519165,POSITIVE,1
499,the economy seems to have stabilized and is expanding again,0.04946887493133545,0.9980611205101013,POSITIVE,1
500,Do policymakers have adequate and reliable data,0.03263043612241745,0.9973011612892151,POSITIVE,1
501,do not impede the flow of credit to all eligible borrowers,0.07358486950397491,0.9925737380981445,POSITIVE,1
502,have had difficulty obtaining the credit that they need to expand,0.04521999508142471,-0.9989990592002869,NEGATIVE,0
503,do not impede the flow of credit,0.09022295475006104,0.9934614896774292,POSITIVE,1
504,fiscal consolidation,0.1358143538236618,0.953284502029419,POSITIVE,1
505,it is not sufficient,0.392361581325531,-0.9997914433479309,NEGATIVE,0
506,Effort will be required on many fronts,0.3415174186229706,0.9899360537528992,POSITIVE,1
507,I am confident we will get there.,0.03637905418872833,0.9998102784156799,POSITIVE,1
508,we are now in the fourth quarter of economic expansion,0.1765689104795456,0.9895167946815491,POSITIVE,1
509,monetary policies has increased,0.5461858510971069,0.9976281523704529,POSITIVE,1
510,inconsistent with long-run price stability,0.13016721606254578,-0.9991697072982788,NEGATIVE,0
511,we also needed to adapt and innovate in the conduct of monetary policy,0.11138030886650085,-0.9382444620132446,NEGATIVE,0
512,Neither task is easy,0.11523767560720444,-0.9985153079032898,NEGATIVE,0
513,money is not enough,0.4030979871749878,-0.9989845156669617,NEGATIVE,0
514,the banking system as a whole should be confidence-enhancing,0.032925549894571304,0.9950863718986511,POSITIVE,1
515,The Council advises the Fed about policies that impact consumers,0.07294081896543503,0.9927701354026794,POSITIVE,1
516,meeting this challenge is absolutely essential,0.1427970677614212,0.9998183846473694,POSITIVE,1
517,technology advances and U.S. dollar flows expand and increase,0.026305051520466805,0.9996408224105835,POSITIVE,1
518,Effective workforce development,0.1682860404253006,0.9998328685760498,POSITIVE,1
519,Our approach is two-pronged,0.004933653399348259,0.6953585743904114,POSITIVE,1
520,"Against this backdrop, and mindful that my audience is composed of institutional investors",0.00934250745922327,0.9985768795013428,POSITIVE,1
521,the Fed cannot simply raise its target for the federal funds rate,0.5039323568344116,-0.9633237719535828,NEGATIVE,0
522,I hope that some of you might contribute to that endeavor,0.05404847487807274,0.9988238215446472,POSITIVE,1
523,gradual pickup in economic activity,0.08754955977201462,-0.9895646572113037,NEGATIVE,0
524,Financial Literacy Month 2010,0.007729152217507362,0.940750777721405,POSITIVE,1
525,thusââit was thought--broadly dispersing the underlying risks,0.05246816202998161,-0.9747772216796875,NEGATIVE,0
526,Lending issues have been central to our discussions of monetary policy,0.158051535487175,0.986857533454895,POSITIVE,1
527,Conclusion,0.015739543363451958,0.9975615739822388,POSITIVE,1
528,is critical,0.06643124669790268,-0.9993057250976562,NEGATIVE,0
529,Central banks would commit to adjusting policy to keep the CPI near that line,0.04531397670507431,-0.9943530559539795,NEGATIVE,0
530,Careful planning is therefore essential,0.25088411569595337,0.9959661960601807,POSITIVE,1
531,expansion of the universe of firms perceived as too big to fail,0.08159027248620987,-0.9643698930740356,NEGATIVE,0
532,Those who believe that additional regulatory measures are necessary have mostly turned to structural measures,0.016375988721847534,-0.9934865236282349,NEGATIVE,0
533,do not signal any change in the outlook for monetary policy,0.2639346122741699,-0.9990794658660889,NEGATIVE,0
534,monetary policy in the longer-term economic interests of the American people,0.007269759196788073,0.945935070514679,POSITIVE,1
535,the prescription is unlikely to be effective,0.1156165599822998,-0.9997420907020569,NEGATIVE,0
536,uncharted waters,0.14743666350841522,0.9793715476989746,POSITIVE,1
537,accommodative,0.43111157417297363,0.9966986775398254,POSITIVE,1
538,it is the Federal Reserve's,0.0568537674844265,0.9931693077087402,POSITIVE,1
