,answer,ans_score,senti_score,label,dummy
322,lean against a dangerous acceleration of credit growth,0.19355076551437378,-0.8375359177589417,NEGATIVE,0
323,reduce undue burden on community banks,0.017551489174365997,0.5663040280342102,POSITIVE,1
324,macroprudential,0.1472177505493164,0.9268396496772766,POSITIVE,1
325,protect the deposit insurance fund,0.43577560782432556,0.9922103881835938,POSITIVE,1
326,"government employment has declined by about 650,000 jobs",0.12287742644548416,-0.9986422657966614,NEGATIVE,0
327,lack of opportunity,0.21927201747894287,-0.9997592568397522,NEGATIVE,0
328,prudential regulatory,0.3082584738731384,0.9762212634086609,POSITIVE,1
329,1996,0.0019522496731951833,0.9886940121650696,POSITIVE,1
330,the normalization of our policy should prove manageable for the EMEs,0.24400848150253296,0.7532974481582642,POSITIVE,1
331,independence,0.008511415682733059,0.99846351146698,POSITIVE,1
332,I have succeeded in whetting your appetite for the sessions that lie ahead,0.016727140173316002,0.9992076754570007,POSITIVE,1
333,promote a healthy economy and strong financial system,0.01984492316842079,0.999834418296814,POSITIVE,1
334,The risks to market functioning,0.016250262036919594,-0.9826241135597229,NEGATIVE,0
335,foster maximum employment and price stability,0.14921508729457855,0.9997649788856506,POSITIVE,1
336,the interest rate--to deal with the threat of financial instability,0.08004579693078995,-0.7912626266479492,NEGATIVE,0
337,policies that will reduce,0.45206594467163086,-0.9734165668487549,NEGATIVE,0
338,Leaning Against the Wind,0.0390823669731617,-0.9713414907455444,NEGATIVE,0
339,thanking you for your participation,0.13659167289733887,0.9997625946998596,POSITIVE,1
340,substantive requirement or constraint,0.13217072188854218,0.6514471173286438,POSITIVE,1
341,forward guidance has generally been effective in providing support for the economy,0.023919198662042618,0.9996762275695801,POSITIVE,1
342,dedicate yourself to that purpose,0.19555610418319702,0.9936161041259766,POSITIVE,1
343,We at the Federal Reserve are keenly aware of your vital role,0.002046699170023203,0.9997106194496155,POSITIVE,1
344,prudential regulation should be broadened to better safeguard the financial system,0.05213356018066406,-0.9990656971931458,NEGATIVE,0
345,can have powerful effects,0.04151512682437897,0.9998230338096619,POSITIVE,1
346,"the Board recently finalized a requirement for the eight large, globally systemic banks",0.010873273946344852,0.9803933501243591,POSITIVE,1
347,Myriad factors continuously buffet the economy,0.3288853168487549,-0.9987035989761353,NEGATIVE,0
348,I am unable to be with you in person,0.006768290419131517,-0.9989320635795593,NEGATIVE,0
349,pessimistic,0.06293340772390366,-0.9779141545295715,NEGATIVE,0
350,Monetary policy,0.6918860673904419,0.9795569181442261,POSITIVE,1
351,the principle of equality for all,0.29146432876586914,0.9976474642753601,POSITIVE,1
352,welcoming everyone to the Federal Reserve,0.02433963306248188,0.999731719493866,POSITIVE,1
353,Such communication is vital in a democracy,0.00815354660153389,0.9992146492004395,POSITIVE,1
354,Monetary Policy,0.021413294598460197,0.9795569181442261,POSITIVE,1
355,macroeconomic sluggishness,0.3830094039440155,-0.999671220779419,NEGATIVE,0
356,the financial system is safer,0.3478859066963196,0.929686963558197,POSITIVE,1
357,The ability of this institution to support a healthy economy,0.06330050528049469,0.9998372793197632,POSITIVE,1
358,increase the transparency of the Fed,0.11660376936197281,0.9990692734718323,POSITIVE,1
359,risk-free proposition,0.1746874898672104,0.9966050386428833,POSITIVE,1
360,international coordination,0.018357155844569206,0.9983038902282715,POSITIVE,1
361,Inflation Era,0.38212159276008606,-0.9939544796943665,NEGATIVE,0
362,you will discuss the opportunities and challenges that lay ahead for your members,0.1025724783539772,0.9996827840805054,POSITIVE,1
363,monetary policy can have enormous effects on how the economy performs,0.05208447203040123,0.9736045598983765,POSITIVE,1
364,Increasingly concerned,0.28505030274391174,0.9775402545928955,POSITIVE,1
365,I look forward to continuing the conversation.,0.013567322865128517,0.9995213747024536,POSITIVE,1
366,no less relevant from a practical policy perspective,0.040418386459350586,0.9848137497901917,POSITIVE,1
367,The write-down,0.3877132534980774,-0.9987142086029053,NEGATIVE,0
368,inflation-targeting regime,0.02072584442794323,-0.9890469908714294,NEGATIVE,0
369,not the pace of asset purchases,0.16001631319522858,-0.99887615442276,NEGATIVE,0
370,737,0.0670015960931778,0.9898104667663574,POSITIVE,1
371,we can better tailor regulations to meet our legal and prudential goals,0.08222247660160065,-0.9966275095939636,NEGATIVE,0
372,supervisory,0.024492627009749413,0.9775165319442749,POSITIVE,1
373,highly accommodative,0.20932164788246155,0.998762845993042,POSITIVE,1
374,The Crockett speech holds up very well today,0.0811263844370842,0.9998639822006226,POSITIVE,1
375,I'm interested in your comments and questions.,0.19121146202087402,0.9995086193084717,POSITIVE,1
376,Whether valid or not,0.27542605996131897,-0.5577347278594971,NEGATIVE,0
377,I look forward to working with you to make the financial system safer and stronger,0.03865882381796837,0.9996645450592041,POSITIVE,1
378,unchanged,0.049725793302059174,-0.9726487398147583,NEGATIVE,0
379,others remain more stable,0.33766669034957886,0.9970519542694092,POSITIVE,1
380,whether these requirements are sufficient to end too-big-to-fail,0.2837810218334198,-0.9987735152244568,NEGATIVE,0
381,money market mutual funds,0.025172166526317596,-0.9502480030059814,NEGATIVE,0
382,those who have made the best,0.5786761045455933,0.9998127818107605,POSITIVE,1
383,My emphasis today will be on prospects for the long run,0.10434477031230927,-0.6862453818321228,NEGATIVE,0
384,We will continue to calibrate monetary policy,0.09660983085632324,0.9972116351127625,POSITIVE,1
385,systemically important,0.055371202528476715,0.9995020627975464,POSITIVE,1
386,downward pressure on asset prices,0.07853429764509201,-0.9987857937812805,NEGATIVE,0
387,shortages that crop up in times of severe market strain,0.08446992188692093,-0.9982549548149109,NEGATIVE,0
388,stag,0.1162332221865654,-0.9995089769363403,NEGATIVE,0
389,outright caps on the size of individual banks,0.030266935005784035,0.9330592751502991,POSITIVE,1
390,central bankers view monetary policy as a blunt tool for addressing financial stability concerns,0.05657476186752319,-0.9524590969085693,NEGATIVE,0
391,social science research,0.00012689312279690057,0.9935112595558167,POSITIVE,1
392,microprudential,0.6640391945838928,-0.8377829194068909,NEGATIVE,0
393,a highly accommodative stance of monetary policy will remain appropriate,0.0710301548242569,0.99327552318573,POSITIVE,1
394,These skills not only help people provide a better life for themselves and their families,0.014999146573245525,0.9991186261177063,POSITIVE,1
395,funding rather than conventional bank deposits constituted the hot money,0.05815016105771065,0.5079296827316284,POSITIVE,1
396,monetary policy can help,0.03438377380371094,0.9881135821342468,POSITIVE,1
397,reduce efficacy,0.1777195781469345,-0.9969706535339355,NEGATIVE,0
398,it is intended to minimize the externalities from failure,0.11811680346727371,-0.958397388458252,NEGATIVE,0
399,highly accommodative,0.3624286651611328,0.998762845993042,POSITIVE,1
400,as a product in and of itself,0.10373657196760178,0.9952495098114014,POSITIVE,1
401,Monetary Policy,0.38361382484436035,0.9795569181442261,POSITIVE,1
402,those larger banks will focus their efforts on large urban markets,0.046359866857528687,0.9909383058547974,POSITIVE,1
403,fragility of these funds themselves,0.03359048441052437,-0.9652165174484253,NEGATIVE,0
404,the IO-finance,0.0924806222319603,0.8849358558654785,POSITIVE,1
405,"Thanks very much, and I look forward to your questions.",0.11719796061515808,0.9998445510864258,POSITIVE,1
406,trade finance around the world,0.053039293736219406,0.9963139891624451,POSITIVE,1
407,to support the economy,0.5407466888427734,0.9994603991508484,POSITIVE,1
408,monetary policy,0.2031506448984146,0.9795569181442261,POSITIVE,1
409,encourage community banks to expand their mortgage lending,0.3304404616355896,0.9990392923355103,POSITIVE,1
410,promote maximum employment and stable prices,0.40848222374916077,0.9997439980506897,POSITIVE,1
411,less money-like,0.008114747703075409,-0.9941611886024475,NEGATIVE,0
412,countercyclical fiscal and monetary policies,0.15830010175704956,-0.8842089772224426,NEGATIVE,0
413,HerfindahlâHirschman Index,0.2718224823474884,-0.7277548909187317,NEGATIVE,0
414,With monetary policy being so accommodative,0.08584543317556381,0.9650053381919861,POSITIVE,1
415,nontraditional,0.4008404314517975,0.9961767196655273,POSITIVE,1
416,it's clear that the Federal Reserve has a significant stake in financial education,0.0050339363515377045,0.9830132126808167,POSITIVE,1
417,to understand and promote the enhancement of well-being,0.5425684452056885,0.9997747540473938,POSITIVE,1
418,economic returns accrues to the children themselves and their families,0.0026528609450906515,0.9943675398826599,POSITIVE,1
419,strong,0.32860562205314636,0.999862551689148,POSITIVE,1
420,0 to 14 percent by the end of 2008,0.0129740871489048,-0.957459032535553,NEGATIVE,0
421,without bank-like regulation,0.5935425758361816,0.5378785729408264,POSITIVE,1
422,lower,0.1305418312549591,-0.9995342493057251,NEGATIVE,0
423,balanced approach in determining loan classifications,0.06261993199586868,0.9996985197067261,POSITIVE,1
424,injunctions to firms or markets about what they should not do,0.17093633115291595,-0.9955462217330933,NEGATIVE,0
425,the promotion of financial stability must be on an equal footing,0.052466295659542084,0.9829506278038025,POSITIVE,1
426,my own perspective,0.327742338180542,0.9965971112251282,POSITIVE,1
427,Results of the 2012 Stress Test and Capital Review        The stress test,0.021114781498908997,-0.9702605605125427,NEGATIVE,0
428,critical to preserving financial stability and supporting the U.S. economy,0.24859009683132172,0.9943360686302185,POSITIVE,1
429,Taking an entrepreneurial,0.03597383573651314,0.9927229285240173,POSITIVE,1
430,Washington and wish you a stimulating and productive conference,0.0023538481909781694,0.9998812675476074,POSITIVE,1
431,improve our understanding of community and regional banking conditions,0.01796508952975273,0.9995989203453064,POSITIVE,1
432,Monetary Policy,0.4323517084121704,0.9795569181442261,POSITIVE,1
433,accommodative,0.56302410364151,0.9966986775398254,POSITIVE,1
434,No single solution will be sufficient,0.08480345457792282,-0.9996461868286133,NEGATIVE,0
435,deep personal understanding of the lending and loan collection process strongly influences my policy views,0.09392738342285156,0.999535083770752,POSITIVE,1
436,supervision in the field is consistent with policy,0.10766363143920898,0.9985877275466919,POSITIVE,1
437,enforcement of laws must occur in a manner that permits an appropriate public evaluation,0.1862068772315979,0.9973335266113281,POSITIVE,1
438,forceful policy measures,0.6539929509162903,0.9993674159049988,POSITIVE,1
439,restrain risks,0.4604264497756958,-0.9682241678237915,NEGATIVE,0
440,federal budget on a sustainable path,0.08783102035522461,0.9989416003227234,POSITIVE,1
441,exclusively microprudential focus,0.07374231517314911,0.864203929901123,POSITIVE,1
442,Importance of Small Businesses to the Economy,0.0037476839497685432,0.9995713829994202,POSITIVE,1
443,prudent earnings retention policies,0.016971392557024956,-0.8795113563537598,NEGATIVE,0
444,rising unemployment,0.19641314446926117,-0.999441921710968,NEGATIVE,0
445,to make adjustments to the target for the federal funds rate,0.26411518454551697,-0.9685916304588318,NEGATIVE,0
446,occupational polarization,0.07885195314884186,-0.989972710609436,NEGATIVE,0
447,restoration of financial stability policy to co-equal status with monetary policy,0.12121804058551788,0.9931279420852661,POSITIVE,1
448,Federal,0.4806957244873047,0.9654476046562195,POSITIVE,1
449,15          Encouraging,0.11074289679527283,0.9998169541358948,POSITIVE,1
450,pessimistic about the broader economic outlook,0.12542912364006042,-0.7492809891700745,NEGATIVE,0
451,the value of some of the scholarship done to date may be limited,0.17842085659503937,-0.9995189905166626,NEGATIVE,0
452,stimulating and productive conference,0.06911550462245941,0.9998815059661865,POSITIVE,1
453,Monetary Policy,0.22274507582187653,0.9795569181442261,POSITIVE,1
454,effect on both owner-occupied and rental housing markets,0.2766365706920624,0.9945620894432068,POSITIVE,1
455,outlook for growth and inflation,0.3618777394294739,0.9980952143669128,POSITIVE,1
456,The underemployed,0.26915496587753296,-0.9962722063064575,NEGATIVE,0
457,Conclusion        The task of developing and implementing sustainable fiscal policies is daunting,0.11912298947572708,0.9772534966468811,POSITIVE,1
458,macroeconomic policy,0.20870670676231384,0.9726324677467346,POSITIVE,1
459,stability of longer-term inflation expectations,0.24175608158111572,0.9924638271331787,POSITIVE,1
460,No one wants another TARP program,0.44915226101875305,-0.9995736479759216,NEGATIVE,0
461,I commend you for your efforts,0.05889158695936203,0.9998284578323364,POSITIVE,1
462,Research Policy,0.6085071563720703,0.9464190602302551,POSITIVE,1
463,placed its budget on a sounder footing,0.013417392037808895,0.9950119256973267,POSITIVE,1
464,the Federal Reserve System continues to be a node of innovation,0.20241956412792206,0.9994356036186218,POSITIVE,1
465,my views are my own,0.3129962086677551,0.9949824810028076,POSITIVE,1
466,ineffective,0.7066110968589783,-0.999788224697113,NEGATIVE,0
467,achieve maximum employment with price stability,0.030301807448267937,0.9992365837097168,POSITIVE,1
468,"""tipping point",0.09239844977855682,0.9908841252326965,POSITIVE,1
469,U.S. monetary policy,0.3174697756767273,0.8571510314941406,POSITIVE,1
470,dialogue about their risks and their risk management processes,0.019756434485316277,0.979496419429779,POSITIVE,1
471,Coordination,0.05463337525725365,0.999176561832428,POSITIVE,1
472,macroprudential,0.06314326077699661,0.9268396496772766,POSITIVE,1
473,supervisory,0.43301892280578613,0.9775165319442749,POSITIVE,1
474,a sensible reconciliation of the so-called impossible trinity,0.10702958703041077,0.9986463189125061,POSITIVE,1
475,whether the structure and composition of the government budget best serves the public interest,0.2188931107521057,-0.9986370205879211,NEGATIVE,0
476,global saving,0.43547385931015015,0.9997456669807434,POSITIVE,1
477,we should expect even more downward pressure on house prices,0.043792158365249634,-0.9993855953216553,NEGATIVE,0
478,accommodative monetary policy,0.45708006620407104,0.9938866496086121,POSITIVE,1
479,bailouts for the banks,0.3495193123817444,-0.6167849898338318,NEGATIVE,0
480,to foster downward pressure on interest rates,0.1007174402475357,-0.9971683621406555,NEGATIVE,0
481,increase their debt levels,0.04123928025364876,0.9929561614990234,POSITIVE,1
482,provide economic stimulus and promote financial stability wind down,0.06633052974939346,-0.9530400633811951,NEGATIVE,0
483,ease monetary policy to help support their economies,0.06515803933143616,0.9992478489875793,POSITIVE,1
484,originate-to-distribute model,0.31661343574523926,-0.9692932367324829,NEGATIVE,0
485,conservative,0.1288350522518158,-0.8715680241584778,NEGATIVE,0
486,We can no longer afford to be indifferent to the choice,0.15505212545394897,-0.6963717341423035,NEGATIVE,0
487,our society has taken steps to encourage homeownership,0.006288747303187847,0.9925042390823364,POSITIVE,1
488,This is your country,0.11566612124443054,0.9992055296897888,POSITIVE,1
489,Junior Achievement,3.0456683361990144e-06,0.9990874528884888,POSITIVE,1
490,Alternative Monetary Policy Tools in a Zero Lower Bound Environment,0.12654675543308258,-0.9163152575492859,NEGATIVE,0
491,extensive international cooperation,0.25979501008987427,0.9997817873954773,POSITIVE,1
492,U.S. fiscal policy on a sustainable path,0.056954436004161835,0.999184787273407,POSITIVE,1
493,central banker,0.04560332000255585,0.9510869979858398,POSITIVE,1
494,improving market participants' incentives,0.717605710029602,0.9992191791534424,POSITIVE,1
495,facilitate the enforcement of anti-discrimination laws,0.2922729253768921,0.9983938336372375,POSITIVE,1
496,developed options,0.10157502442598343,0.9990461468696594,POSITIVE,1
497,tax revenues decline,0.2869991660118103,-0.9993520379066467,NEGATIVE,0
498,Monetary policy remains very accommodative,0.3229958713054657,0.9912039041519165,POSITIVE,1
499,16 percent,0.04673212021589279,0.9948891401290894,POSITIVE,1
500,to help government officials target public investment to promote private investment where it is needed,0.12071982026100159,0.756454348564148,POSITIVE,1
501,do not impede the flow of credit to all eligible borrowers,0.04709354415535927,0.9925737380981445,POSITIVE,1
502,Consistent with maintaining appropriately prudent standards,0.07108093053102493,0.9988985061645508,POSITIVE,1
503,do not impede the flow of credit to all eligible borrowers,0.2654864490032196,0.9925737380981445,POSITIVE,1
504,extraordinary accommodation,0.056353334337472916,0.9997155070304871,POSITIVE,1
505,enhanced capital and liquidity regulation,0.02399532124400139,0.9992067217826843,POSITIVE,1
506,Virginia has been sharing in the recent improvement,0.006655128672719002,0.9971953630447388,POSITIVE,1
507,Reform,0.01830321177840233,0.9961146116256714,POSITIVE,1
508,reduction in the supply of credit,0.016412826254963875,-0.9962447285652161,NEGATIVE,0
509,We look forward to continuing our cooperation with Korea,0.008618314750492573,0.9996243715286255,POSITIVE,1
510,Central-Bank Independence,0.41295140981674194,0.9953432083129883,POSITIVE,1
511,reduction in pressures in U.S. dollar funding markets,0.4600701630115509,-0.9852574467658997,NEGATIVE,0
512,U.S. fiscal policy on a more sustainable path,0.021916527301073074,0.9972102046012878,POSITIVE,1
513,money is not enough,0.13072898983955383,-0.9989845156669617,NEGATIVE,0
514,It helped restore confidence in the banking system and broader financial system,0.04571204632520676,0.9996761083602905,POSITIVE,1
515,Knowledge is power,0.38649672269821167,0.9998358488082886,POSITIVE,1
516,the federal budget appears set to remain on an unsustainable path,0.02441473677754402,-0.9986305236816406,NEGATIVE,0
517,$890 billion,0.009872471913695335,0.9934820532798767,POSITIVE,1
518,accommodative monetary policy,0.5366860628128052,0.9938866496086121,POSITIVE,1
519,Our approach is two-pronged,0.011137889698147774,0.6953585743904114,POSITIVE,1
520,financial regulatory reform,0.06315819919109344,0.9565137028694153,POSITIVE,1
521,the Fed cannot simply raise its target for the federal funds rate,0.12019561976194382,-0.9633237719535828,NEGATIVE,0
522,the world's economies and financial systems would sink or swim together.,0.10465395450592041,-0.9972345232963562,NEGATIVE,0
523,price stability and maximum employment,0.1858655959367752,0.9996497631072998,POSITIVE,1
524,I am especially pleased to be able to represent the Federal Reserve,0.07258347421884537,0.9998151659965515,POSITIVE,1
525,Institutions should strive to meet the needs of creditworthy borrowers,0.19040168821811676,-0.9088892340660095,NEGATIVE,0
526,accommodative monetary policy,0.5099472403526306,0.9938866496086121,POSITIVE,1
527,"it is that we must test to the tail, not to the mode",0.1054086834192276,-0.9990792274475098,NEGATIVE,0
528,the real money multiplier,0.22308991849422455,0.5237813591957092,POSITIVE,1
529,policy interest rate reaches zero.1   Changes,0.02248109132051468,-0.997437596321106,NEGATIVE,0
530,increasing market discipline,0.6756502985954285,0.9948733448982239,POSITIVE,1
531,The Bear Stearns deal was an example of the first policy option,0.03598809614777565,0.9949296712875366,POSITIVE,1
532,I also want to emphasize the importance of its elements,0.31870630383491516,0.9993003606796265,POSITIVE,1
533,short-term interest rates,0.35964637994766235,-0.9819850325584412,NEGATIVE,0
534,guide the country's return to prosperity in an environment of price stability,0.013143097050487995,0.9992321729660034,POSITIVE,1
535,"regulating what financial institutions can do, and regulating how they do it",0.31431975960731506,0.9758496880531311,POSITIVE,1
536,advance public policy interests in reviving the mortgage market,0.019087227061390877,0.9989677667617798,POSITIVE,1
537,accommodative,0.3005078136920929,0.9966986775398254,POSITIVE,1
538,we have no shortage of tools,0.23697756230831146,0.9985566735267639,POSITIVE,1
